Game Turn, Player, Belief, Score
3, 14, BELIEF_RELIGIOUS_UNITY, -1.0
3, 14, BELIEF_DEFENDER_OF_FAITH, -1.0
3, 14, BELIEF_HOLY_ORDER, -1.0
3, 14, BELIEF_ITINERANT_PREACHERS, -1.0
3, 14, BELIEF_JUST_WAR, -1.0
3, 14, BELIEF_MISSIONARY_ZEAL, -1.0
3, 14, BELIEF_MONASTIC_ISOLATION, -1.0
3, 14, BELIEF_SCRIPTURE, -1.0
3, 14, BELIEF_RELIGIOUS_COLONIZATION, -1.0
3, 14, BELIEF_GODDESS_OF_FIRE, -1.0
3, 14, BELIEF_SACRED_PLACES, -1.0
3, 14, BELIEF_HOLY_WATERS, -1.0
3, 62, BELIEF_DANCE_OF_THE_AURORA, -1.0
3, 62, BELIEF_DESERT_FOLKLORE, -1.0
3, 62, BELIEF_SACRED_PATH, -1.0
3, 62, BELIEF_RIVER_GODDESS, -1.0
3, 62, BELIEF_MONUMENT_TO_THE_GODS, -1.0
3, 62, BELIEF_DIVINE_SPARK, -1.0
3, 62, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
3, 62, BELIEF_GOD_OF_THE_SEA, -1.0
3, 62, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
3, 62, BELIEF_GODDESS_OF_THE_HUNT, -1.0
3, 62, BELIEF_STONE_CIRCLES, -1.0
3, 62, BELIEF_RELIGIOUS_IDOLS, -1.0
3, 62, BELIEF_GOD_OF_CRAFTSMEN, -1.0
3, 62, BELIEF_GODDESS_OF_FESTIVALS, -1.0
3, 62, BELIEF_GOD_OF_THE_FORGE, -1.0
3, 62, BELIEF_INITIATION_RITES, -1.0
3, 62, BELIEF_GOD_OF_HEALING, -1.0
3, 62, BELIEF_GOD_OF_WAR, -1.0
3, 62, BELIEF_FERTILITY_RITES, -1.0
3, 62, BELIEF_RELIGIOUS_SETTLEMENTS, -1.0
3, 62, BELIEF_CITY_PATRON_GODDESS, -1.0
3, 62, BELIEF_EARTH_GODDESS, -1.0
3, 62, BELIEF_DIVINE_INSPIRATION, -1.0
3, 62, BELIEF_FEED_THE_WORLD, -1.0
3, 62, BELIEF_JESUIT_EDUCATION, -1.0
3, 62, BELIEF_RELIQUARIES, -1.0
3, 62, BELIEF_RELIGIOUS_COMMUNITY, -1.0
3, 62, BELIEF_WORK_ETHIC, -1.0
3, 62, BELIEF_ZEN_MEDITATION, -1.0
3, 62, BELIEF_CHORAL_MUSIC, -1.0
3, 62, BELIEF_WARRIOR_MONKS, -1.0
3, 62, BELIEF_CATHEDRAL, -1.0
3, 62, BELIEF_GURDWARA, -1.0
3, 62, BELIEF_MEETING_HOUSE, -1.0
3, 62, BELIEF_MOSQUE, -1.0
3, 62, BELIEF_PAGODA, -1.0
3, 62, BELIEF_SYNAGOGUE, -1.0
3, 62, BELIEF_WAT, -1.0
3, 62, BELIEF_STUPA, -1.0
3, 62, BELIEF_DAR_E_MEHR, -1.0
3, 62, BELIEF_LAY_MINISTRY, -1.0
3, 62, BELIEF_PAPAL_PRIMACY, -1.0
3, 62, BELIEF_PILGRIMAGE, -1.0
3, 62, BELIEF_STEWARDSHIP, -1.0
3, 62, BELIEF_TITHE, -1.0
3, 62, BELIEF_WORLD_CHURCH, -1.0
3, 62, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
3, 62, BELIEF_RELIGIOUS_UNITY, -1.0
3, 62, BELIEF_DEFENDER_OF_FAITH, -1.0
3, 62, BELIEF_HOLY_ORDER, -1.0
3, 62, BELIEF_ITINERANT_PREACHERS, -1.0
3, 62, BELIEF_JUST_WAR, -1.0
3, 62, BELIEF_MISSIONARY_ZEAL, -1.0
3, 62, BELIEF_MONASTIC_ISOLATION, -1.0
3, 62, BELIEF_SCRIPTURE, -1.0
3, 62, BELIEF_RELIGIOUS_COLONIZATION, -1.0
3, 62, BELIEF_GODDESS_OF_FIRE, -1.0
3, 62, BELIEF_SACRED_PLACES, -1.0
3, 62, BELIEF_HOLY_WATERS, -1.0
3, 63, BELIEF_DANCE_OF_THE_AURORA, -1.0
3, 63, BELIEF_DESERT_FOLKLORE, -1.0
3, 63, BELIEF_SACRED_PATH, -1.0
3, 63, BELIEF_RIVER_GODDESS, -1.0
3, 63, BELIEF_MONUMENT_TO_THE_GODS, -1.0
3, 63, BELIEF_DIVINE_SPARK, -1.0
3, 63, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
3, 63, BELIEF_GOD_OF_THE_SEA, -1.0
3, 63, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
3, 63, BELIEF_GODDESS_OF_THE_HUNT, -1.0
3, 63, BELIEF_STONE_CIRCLES, -1.0
3, 63, BELIEF_RELIGIOUS_IDOLS, -1.0
3, 63, BELIEF_GOD_OF_CRAFTSMEN, -1.0
3, 63, BELIEF_GODDESS_OF_FESTIVALS, -1.0
3, 63, BELIEF_GOD_OF_THE_FORGE, -1.0
3, 63, BELIEF_INITIATION_RITES, -1.0
3, 63, BELIEF_GOD_OF_HEALING, -1.0
3, 63, BELIEF_GOD_OF_WAR, -1.0
3, 63, BELIEF_FERTILITY_RITES, -1.0
3, 63, BELIEF_RELIGIOUS_SETTLEMENTS, -1.0
3, 63, BELIEF_CITY_PATRON_GODDESS, -1.0
3, 63, BELIEF_EARTH_GODDESS, -1.0
3, 63, BELIEF_DIVINE_INSPIRATION, -1.0
3, 63, BELIEF_FEED_THE_WORLD, -1.0
3, 63, BELIEF_JESUIT_EDUCATION, -1.0
3, 63, BELIEF_RELIQUARIES, -1.0
3, 63, BELIEF_RELIGIOUS_COMMUNITY, -1.0
3, 63, BELIEF_WORK_ETHIC, -1.0
3, 63, BELIEF_ZEN_MEDITATION, -1.0
3, 63, BELIEF_CHORAL_MUSIC, -1.0
3, 63, BELIEF_WARRIOR_MONKS, -1.0
3, 63, BELIEF_CATHEDRAL, -1.0
3, 63, BELIEF_GURDWARA, -1.0
3, 63, BELIEF_MEETING_HOUSE, -1.0
3, 63, BELIEF_MOSQUE, -1.0
3, 63, BELIEF_PAGODA, -1.0
3, 63, BELIEF_SYNAGOGUE, -1.0
3, 63, BELIEF_WAT, -1.0
3, 63, BELIEF_STUPA, -1.0
3, 63, BELIEF_DAR_E_MEHR, -1.0
3, 63, BELIEF_LAY_MINISTRY, -1.0
3, 63, BELIEF_PAPAL_PRIMACY, -1.0
3, 63, BELIEF_PILGRIMAGE, -1.0
3, 63, BELIEF_STEWARDSHIP, -1.0
3, 63, BELIEF_TITHE, -1.0
3, 63, BELIEF_WORLD_CHURCH, -1.0
3, 63, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
3, 63, BELIEF_RELIGIOUS_UNITY, -1.0
3, 63, BELIEF_DEFENDER_OF_FAITH, -1.0
3, 63, BELIEF_HOLY_ORDER, -1.0
3, 63, BELIEF_ITINERANT_PREACHERS, -1.0
3, 63, BELIEF_JUST_WAR, -1.0
3, 63, BELIEF_MISSIONARY_ZEAL, -1.0
3, 63, BELIEF_MONASTIC_ISOLATION, -1.0
3, 63, BELIEF_SCRIPTURE, -1.0
3, 63, BELIEF_RELIGIOUS_COLONIZATION, -1.0
3, 63, BELIEF_GODDESS_OF_FIRE, -1.0
3, 63, BELIEF_SACRED_PLACES, -1.0
3, 63, BELIEF_HOLY_WATERS, -1.0
4, 0, BELIEF_DANCE_OF_THE_AURORA, 0.0
4, 0, BELIEF_DESERT_FOLKLORE, 0.0
4, 0, BELIEF_SACRED_PATH, 85.0
4, 0, BELIEF_RIVER_GODDESS, 0.0
4, 0, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 0, BELIEF_DIVINE_SPARK, 18.0
4, 0, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
4, 0, BELIEF_GOD_OF_THE_SEA, 0.0
4, 0, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 0, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 0, BELIEF_STONE_CIRCLES, 0.0
4, 0, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 0, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 0, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 0, BELIEF_GOD_OF_THE_FORGE, 25.0
4, 0, BELIEF_INITIATION_RITES, 145.0
4, 0, BELIEF_GOD_OF_HEALING, 0.0
4, 0, BELIEF_GOD_OF_WAR, 10.0
4, 0, BELIEF_FERTILITY_RITES, 0.0
4, 0, BELIEF_RELIGIOUS_SETTLEMENTS, 8.0
4, 0, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 0, BELIEF_EARTH_GODDESS, 22.0
4, 0, BELIEF_DIVINE_INSPIRATION, 11.0
4, 0, BELIEF_FEED_THE_WORLD, 78.0
4, 0, BELIEF_JESUIT_EDUCATION, 11.0
4, 0, BELIEF_RELIQUARIES, 11.0
4, 0, BELIEF_RELIGIOUS_COMMUNITY, 11.0
4, 0, BELIEF_WORK_ETHIC, 11.0
4, 0, BELIEF_ZEN_MEDITATION, 11.0
4, 0, BELIEF_CHORAL_MUSIC, 86.0
4, 0, BELIEF_WARRIOR_MONKS, 12.0
4, 0, BELIEF_CATHEDRAL, 404.0
4, 0, BELIEF_GURDWARA, 430.0
4, 0, BELIEF_MEETING_HOUSE, 516.0
4, 0, BELIEF_MOSQUE, 123.0
4, 0, BELIEF_PAGODA, 97.0
4, 0, BELIEF_SYNAGOGUE, 258.0
4, 0, BELIEF_WAT, 635.0
4, 0, BELIEF_STUPA, 109.0
4, 0, BELIEF_DAR_E_MEHR, 463.0
4, 0, BELIEF_LAY_MINISTRY, 0.0
4, 0, BELIEF_PAPAL_PRIMACY, 0.0
4, 0, BELIEF_PILGRIMAGE, 0.0
4, 0, BELIEF_STEWARDSHIP, 0.0
4, 0, BELIEF_TITHE, 0.0
4, 0, BELIEF_WORLD_CHURCH, 0.0
4, 0, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 0, BELIEF_RELIGIOUS_UNITY, 0.0
4, 0, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 0, BELIEF_HOLY_ORDER, 0.0
4, 0, BELIEF_ITINERANT_PREACHERS, 0.0
4, 0, BELIEF_JUST_WAR, 0.0
4, 0, BELIEF_MISSIONARY_ZEAL, 12.0
4, 0, BELIEF_MONASTIC_ISOLATION, 0.0
4, 0, BELIEF_SCRIPTURE, 0.0
4, 0, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 0, BELIEF_GODDESS_OF_FIRE, 0.0
4, 0, BELIEF_SACRED_PLACES, 0.0
4, 0, BELIEF_HOLY_WATERS, 0.0
4, 1, BELIEF_DANCE_OF_THE_AURORA, 0.0
4, 1, BELIEF_DESERT_FOLKLORE, 0.0
4, 1, BELIEF_SACRED_PATH, 85.0
4, 1, BELIEF_RIVER_GODDESS, 0.0
4, 1, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 1, BELIEF_DIVINE_SPARK, 15.0
4, 1, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
4, 1, BELIEF_GOD_OF_THE_SEA, 0.0
4, 1, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 1, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 1, BELIEF_STONE_CIRCLES, 0.0
4, 1, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 1, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 1, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 1, BELIEF_GOD_OF_THE_FORGE, 20.0
4, 1, BELIEF_INITIATION_RITES, 145.0
4, 1, BELIEF_GOD_OF_HEALING, 0.0
4, 1, BELIEF_GOD_OF_WAR, 10.0
4, 1, BELIEF_FERTILITY_RITES, 11.0
4, 1, BELIEF_RELIGIOUS_SETTLEMENTS, 10.0
4, 1, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 1, BELIEF_EARTH_GODDESS, 33.0
4, 1, BELIEF_DIVINE_INSPIRATION, 11.0
4, 1, BELIEF_FEED_THE_WORLD, 78.0
4, 1, BELIEF_JESUIT_EDUCATION, 11.0
4, 1, BELIEF_RELIQUARIES, 11.0
4, 1, BELIEF_RELIGIOUS_COMMUNITY, 11.0
4, 1, BELIEF_WORK_ETHIC, 11.0
4, 1, BELIEF_ZEN_MEDITATION, 11.0
4, 1, BELIEF_CHORAL_MUSIC, 86.0
4, 1, BELIEF_WARRIOR_MONKS, 12.0
4, 1, BELIEF_CATHEDRAL, 636.0
4, 1, BELIEF_GURDWARA, 662.0
4, 1, BELIEF_MEETING_HOUSE, 1004.0
4, 1, BELIEF_MOSQUE, 355.0
4, 1, BELIEF_PAGODA, 329.0
4, 1, BELIEF_SYNAGOGUE, 956.0
4, 1, BELIEF_WAT, 785.0
4, 1, BELIEF_STUPA, 341.0
4, 1, BELIEF_DAR_E_MEHR, 785.0
4, 1, BELIEF_LAY_MINISTRY, 0.0
4, 1, BELIEF_PAPAL_PRIMACY, 0.0
4, 1, BELIEF_PILGRIMAGE, 0.0
4, 1, BELIEF_STEWARDSHIP, 0.0
4, 1, BELIEF_TITHE, 0.0
4, 1, BELIEF_WORLD_CHURCH, 0.0
4, 1, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 1, BELIEF_RELIGIOUS_UNITY, 0.0
4, 1, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 1, BELIEF_HOLY_ORDER, 0.0
4, 1, BELIEF_ITINERANT_PREACHERS, 0.0
4, 1, BELIEF_JUST_WAR, 0.0
4, 1, BELIEF_MISSIONARY_ZEAL, 96.0
4, 1, BELIEF_MONASTIC_ISOLATION, 0.0
4, 1, BELIEF_SCRIPTURE, 0.0
4, 1, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 1, BELIEF_GODDESS_OF_FIRE, 0.0
4, 1, BELIEF_SACRED_PLACES, 0.0
4, 1, BELIEF_HOLY_WATERS, 0.0
4, 2, BELIEF_DANCE_OF_THE_AURORA, 0.0
4, 2, BELIEF_DESERT_FOLKLORE, 0.0
4, 2, BELIEF_SACRED_PATH, 171.0
4, 2, BELIEF_RIVER_GODDESS, 0.0
4, 2, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 2, BELIEF_DIVINE_SPARK, 15.0
4, 2, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
4, 2, BELIEF_GOD_OF_THE_SEA, 0.0
4, 2, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 2, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 2, BELIEF_STONE_CIRCLES, 0.0
4, 2, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 2, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 2, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 2, BELIEF_GOD_OF_THE_FORGE, 40.0
4, 2, BELIEF_INITIATION_RITES, 145.0
4, 2, BELIEF_GOD_OF_HEALING, 0.0
4, 2, BELIEF_GOD_OF_WAR, 10.0
4, 2, BELIEF_FERTILITY_RITES, 0.0
4, 2, BELIEF_RELIGIOUS_SETTLEMENTS, 10.0
4, 2, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 2, BELIEF_EARTH_GODDESS, 77.0
4, 2, BELIEF_DIVINE_INSPIRATION, 11.0
4, 2, BELIEF_FEED_THE_WORLD, 78.0
4, 2, BELIEF_JESUIT_EDUCATION, 11.0
4, 2, BELIEF_RELIQUARIES, 11.0
4, 2, BELIEF_RELIGIOUS_COMMUNITY, 11.0
4, 2, BELIEF_WORK_ETHIC, 11.0
4, 2, BELIEF_ZEN_MEDITATION, 11.0
4, 2, BELIEF_CHORAL_MUSIC, 86.0
4, 2, BELIEF_WARRIOR_MONKS, 12.0
4, 2, BELIEF_CATHEDRAL, 637.0
4, 2, BELIEF_GURDWARA, 663.0
4, 2, BELIEF_MEETING_HOUSE, 1005.0
4, 2, BELIEF_MOSQUE, 356.0
4, 2, BELIEF_PAGODA, 330.0
4, 2, BELIEF_SYNAGOGUE, 957.0
4, 2, BELIEF_WAT, 786.0
4, 2, BELIEF_STUPA, 342.0
4, 2, BELIEF_DAR_E_MEHR, 786.0
4, 2, BELIEF_LAY_MINISTRY, 0.0
4, 2, BELIEF_PAPAL_PRIMACY, 0.0
4, 2, BELIEF_PILGRIMAGE, 0.0
4, 2, BELIEF_STEWARDSHIP, 0.0
4, 2, BELIEF_TITHE, 0.0
4, 2, BELIEF_WORLD_CHURCH, 0.0
4, 2, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 2, BELIEF_RELIGIOUS_UNITY, 0.0
4, 2, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 2, BELIEF_HOLY_ORDER, 0.0
4, 2, BELIEF_ITINERANT_PREACHERS, 0.0
4, 2, BELIEF_JUST_WAR, 0.0
4, 2, BELIEF_MISSIONARY_ZEAL, 96.0
4, 2, BELIEF_MONASTIC_ISOLATION, 0.0
4, 2, BELIEF_SCRIPTURE, 0.0
4, 2, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 2, BELIEF_GODDESS_OF_FIRE, 0.0
4, 2, BELIEF_SACRED_PLACES, 0.0
4, 2, BELIEF_HOLY_WATERS, 0.0
4, 3, BELIEF_DANCE_OF_THE_AURORA, 0.0
4, 3, BELIEF_DESERT_FOLKLORE, 0.0
4, 3, BELIEF_SACRED_PATH, 136.0
4, 3, BELIEF_RIVER_GODDESS, 0.0
4, 3, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 3, BELIEF_DIVINE_SPARK, 15.0
4, 3, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 11.0
4, 3, BELIEF_GOD_OF_THE_SEA, 0.0
4, 3, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 3, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 3, BELIEF_STONE_CIRCLES, 0.0
4, 3, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 3, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 3, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 3, BELIEF_GOD_OF_THE_FORGE, 27.0
4, 3, BELIEF_INITIATION_RITES, 145.0
4, 3, BELIEF_GOD_OF_HEALING, 0.0
4, 3, BELIEF_GOD_OF_WAR, 10.0
4, 3, BELIEF_FERTILITY_RITES, 11.0
4, 3, BELIEF_RELIGIOUS_SETTLEMENTS, 15.0
4, 3, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 3, BELIEF_EARTH_GODDESS, 44.0
4, 3, BELIEF_DIVINE_INSPIRATION, 22.0
4, 3, BELIEF_FEED_THE_WORLD, 89.0
4, 3, BELIEF_JESUIT_EDUCATION, 22.0
4, 3, BELIEF_RELIQUARIES, 22.0
4, 3, BELIEF_RELIGIOUS_COMMUNITY, 22.0
4, 3, BELIEF_WORK_ETHIC, 22.0
4, 3, BELIEF_ZEN_MEDITATION, 22.0
4, 3, BELIEF_CHORAL_MUSIC, 97.0
4, 3, BELIEF_WARRIOR_MONKS, 23.0
4, 3, BELIEF_CATHEDRAL, 637.0
4, 3, BELIEF_GURDWARA, 663.0
4, 3, BELIEF_MEETING_HOUSE, 1005.0
4, 3, BELIEF_MOSQUE, 356.0
4, 3, BELIEF_PAGODA, 330.0
4, 3, BELIEF_SYNAGOGUE, 957.0
4, 3, BELIEF_WAT, 786.0
4, 3, BELIEF_STUPA, 342.0
4, 3, BELIEF_DAR_E_MEHR, 786.0
4, 3, BELIEF_LAY_MINISTRY, 0.0
4, 3, BELIEF_PAPAL_PRIMACY, 0.0
4, 3, BELIEF_PILGRIMAGE, 0.0
4, 3, BELIEF_STEWARDSHIP, 0.0
4, 3, BELIEF_TITHE, 0.0
4, 3, BELIEF_WORLD_CHURCH, 0.0
4, 3, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 3, BELIEF_RELIGIOUS_UNITY, 0.0
4, 3, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 3, BELIEF_HOLY_ORDER, 0.0
4, 3, BELIEF_ITINERANT_PREACHERS, 0.0
4, 3, BELIEF_JUST_WAR, 0.0
4, 3, BELIEF_MISSIONARY_ZEAL, 96.0
4, 3, BELIEF_MONASTIC_ISOLATION, 0.0
4, 3, BELIEF_SCRIPTURE, 0.0
4, 3, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 3, BELIEF_GODDESS_OF_FIRE, 0.0
4, 3, BELIEF_SACRED_PLACES, 0.0
4, 3, BELIEF_HOLY_WATERS, 0.0
4, 4, BELIEF_DANCE_OF_THE_AURORA, 120.0
4, 4, BELIEF_DESERT_FOLKLORE, 0.0
4, 4, BELIEF_SACRED_PATH, 80.0
4, 4, BELIEF_RIVER_GODDESS, 0.0
4, 4, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 4, BELIEF_DIVINE_SPARK, 15.0
4, 4, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
4, 4, BELIEF_GOD_OF_THE_SEA, 0.0
4, 4, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 4, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 4, BELIEF_STONE_CIRCLES, 0.0
4, 4, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 4, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 4, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 4, BELIEF_GOD_OF_THE_FORGE, 40.0
4, 4, BELIEF_INITIATION_RITES, 145.0
4, 4, BELIEF_GOD_OF_HEALING, 0.0
4, 4, BELIEF_GOD_OF_WAR, 10.0
4, 4, BELIEF_FERTILITY_RITES, 0.0
4, 4, BELIEF_RELIGIOUS_SETTLEMENTS, 10.0
4, 4, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 4, BELIEF_EARTH_GODDESS, 55.0
4, 4, BELIEF_DIVINE_INSPIRATION, 11.0
4, 4, BELIEF_FEED_THE_WORLD, 78.0
4, 4, BELIEF_JESUIT_EDUCATION, 11.0
4, 4, BELIEF_RELIQUARIES, 11.0
4, 4, BELIEF_RELIGIOUS_COMMUNITY, 11.0
4, 4, BELIEF_WORK_ETHIC, 11.0
4, 4, BELIEF_ZEN_MEDITATION, 11.0
4, 4, BELIEF_CHORAL_MUSIC, 86.0
4, 4, BELIEF_WARRIOR_MONKS, 12.0
4, 4, BELIEF_CATHEDRAL, 424.0
4, 4, BELIEF_GURDWARA, 450.0
4, 4, BELIEF_MEETING_HOUSE, 792.0
4, 4, BELIEF_MOSQUE, 143.0
4, 4, BELIEF_PAGODA, 117.0
4, 4, BELIEF_SYNAGOGUE, 319.0
4, 4, BELIEF_WAT, 573.0
4, 4, BELIEF_STUPA, 129.0
4, 4, BELIEF_DAR_E_MEHR, 573.0
4, 4, BELIEF_LAY_MINISTRY, 0.0
4, 4, BELIEF_PAPAL_PRIMACY, 0.0
4, 4, BELIEF_PILGRIMAGE, 0.0
4, 4, BELIEF_STEWARDSHIP, 0.0
4, 4, BELIEF_TITHE, 0.0
4, 4, BELIEF_WORLD_CHURCH, 0.0
4, 4, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 4, BELIEF_RELIGIOUS_UNITY, 0.0
4, 4, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 4, BELIEF_HOLY_ORDER, 0.0
4, 4, BELIEF_ITINERANT_PREACHERS, 0.0
4, 4, BELIEF_JUST_WAR, 0.0
4, 4, BELIEF_MISSIONARY_ZEAL, 96.0
4, 4, BELIEF_MONASTIC_ISOLATION, 0.0
4, 4, BELIEF_SCRIPTURE, 0.0
4, 4, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 4, BELIEF_GODDESS_OF_FIRE, 0.0
4, 4, BELIEF_SACRED_PLACES, 0.0
4, 4, BELIEF_HOLY_WATERS, 0.0
4, 5, BELIEF_DANCE_OF_THE_AURORA, 0.0
4, 5, BELIEF_DESERT_FOLKLORE, 0.0
4, 5, BELIEF_SACRED_PATH, 120.0
4, 5, BELIEF_RIVER_GODDESS, 0.0
4, 5, BELIEF_MONUMENT_TO_THE_GODS, 0.0
4, 5, BELIEF_DIVINE_SPARK, 15.0
4, 5, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 11.0
4, 5, BELIEF_GOD_OF_THE_SEA, 0.0
4, 5, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
4, 5, BELIEF_GODDESS_OF_THE_HUNT, 0.0
4, 5, BELIEF_STONE_CIRCLES, 0.0
4, 5, BELIEF_RELIGIOUS_IDOLS, 0.0
4, 5, BELIEF_GOD_OF_CRAFTSMEN, 0.0
4, 5, BELIEF_GODDESS_OF_FESTIVALS, 0.0
4, 5, BELIEF_GOD_OF_THE_FORGE, 33.0
4, 5, BELIEF_INITIATION_RITES, 145.0
4, 5, BELIEF_GOD_OF_HEALING, 0.0
4, 5, BELIEF_GOD_OF_WAR, 10.0
4, 5, BELIEF_FERTILITY_RITES, 0.0
4, 5, BELIEF_RELIGIOUS_SETTLEMENTS, 10.0
4, 5, BELIEF_CITY_PATRON_GODDESS, 0.0
4, 5, BELIEF_EARTH_GODDESS, 33.0
4, 5, BELIEF_DIVINE_INSPIRATION, 11.0
4, 5, BELIEF_FEED_THE_WORLD, 78.0
4, 5, BELIEF_JESUIT_EDUCATION, 11.0
4, 5, BELIEF_RELIQUARIES, 11.0
4, 5, BELIEF_RELIGIOUS_COMMUNITY, 11.0
4, 5, BELIEF_WORK_ETHIC, 11.0
4, 5, BELIEF_ZEN_MEDITATION, 11.0
4, 5, BELIEF_CHORAL_MUSIC, 86.0
4, 5, BELIEF_WARRIOR_MONKS, 12.0
4, 5, BELIEF_CATHEDRAL, 637.0
4, 5, BELIEF_GURDWARA, 663.0
4, 5, BELIEF_MEETING_HOUSE, 1005.0
4, 5, BELIEF_MOSQUE, 356.0
4, 5, BELIEF_PAGODA, 330.0
4, 5, BELIEF_SYNAGOGUE, 957.0
4, 5, BELIEF_WAT, 786.0
4, 5, BELIEF_STUPA, 342.0
4, 5, BELIEF_DAR_E_MEHR, 786.0
4, 5, BELIEF_LAY_MINISTRY, 0.0
4, 5, BELIEF_PAPAL_PRIMACY, 0.0
4, 5, BELIEF_PILGRIMAGE, 0.0
4, 5, BELIEF_STEWARDSHIP, 0.0
4, 5, BELIEF_TITHE, 0.0
4, 5, BELIEF_WORLD_CHURCH, 0.0
4, 5, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
4, 5, BELIEF_RELIGIOUS_UNITY, 0.0
4, 5, BELIEF_DEFENDER_OF_FAITH, 0.0
4, 5, BELIEF_HOLY_ORDER, 0.0
4, 5, BELIEF_ITINERANT_PREACHERS, 0.0
4, 5, BELIEF_JUST_WAR, 0.0
4, 5, BELIEF_MISSIONARY_ZEAL, 88.0
4, 5, BELIEF_MONASTIC_ISOLATION, 0.0
4, 5, BELIEF_SCRIPTURE, 0.0
4, 5, BELIEF_RELIGIOUS_COLONIZATION, 0.0
4, 5, BELIEF_GODDESS_OF_FIRE, 0.0
4, 5, BELIEF_SACRED_PLACES, 0.0
4, 5, BELIEF_HOLY_WATERS, 0.0
4, 6, BELIEF_DANCE_OF_THE_AURORA, -1.0
4, 6, BELIEF_DESERT_FOLKLORE, -1.0
4, 6, BELIEF_SACRED_PATH, -1.0
4, 6, BELIEF_RIVER_GODDESS, -1.0
4, 6, BELIEF_MONUMENT_TO_THE_GODS, -1.0
4, 6, BELIEF_DIVINE_SPARK, -1.0
4, 6, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
4, 6, BELIEF_GOD_OF_THE_SEA, -1.0
4, 6, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
